danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.771,0.749,5,-10.628,0,0.0401,0.216,0.00184,0.135,0.854,119.875,audio_features,3sX3c6QUPSAiKf77RZRf5B,spotify:track:3sX3c6QUPSAiKf77RZRf5B,https://api.spotify.com/v1/tracks/3sX3c6QUPSAiKf77RZRf5B,https://api.spotify.com/v1/audio-analysis/3sX3c6QUPSAiKf77RZRf5B,261667,4
0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79e-06,0.227,0.874,164.018,audio_features,0lqfBvf1Gqmmt3l5Qeirlm,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,https://api.spotify.com/v1/tracks/0lqfBvf1Gqmmt3l5Qeirlm,https://api.spotify.com/v1/audio-analysis/0lqfBvf1Gqmmt3l5Qeirlm,174360,4
0.43,0.635,0,-6.717,1,0.0374,0.0658,0.00185,0.0981,0.163,145.474,audio_features,1bQ6SZAR7xI0z6sIxK95KJ,spotify:track:1bQ6SZAR7xI0z6sIxK95KJ,https://api.spotify.com/v1/tracks/1bQ6SZAR7xI0z6sIxK95KJ,https://api.spotify.com/v1/audio-analysis/1bQ6SZAR7xI0z6sIxK95KJ,234467,4
0.548,0.704,8,-13.061,1,0.0402,0.0751,0.00051,0.0463,0.682,169.119,audio_features,5j1zOOvkxxe4uZZ2Jgl8r4,spotify:track:5j1zOOvkxxe4uZZ2Jgl8r4,https://api.spotify.com/v1/tracks/5j1zOOvkxxe4uZZ2Jgl8r4,https://api.spotify.com/v1/audio-analysis/5j1zOOvkxxe4uZZ2Jgl8r4,250240,4
0.308,0.0427,7,-24.709,1,0.0336,0.865,0.0,0.179,0.383,158.399,audio_features,56ilrbKJF2bph5W6eZaM5E,spotify:track:56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/tracks/56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/audio-analysis/56ilrbKJF2bph5W6eZaM5E,195067,4
0.747,0.866,0,-10.529,1,0.0289,0.356,2.81e-05,0.0915,0.946,115.492,audio_features,3szW87j0gVLQmpulz4P8Rf,spotify:track:3szW87j0gVLQmpulz4P8Rf,https://api.spotify.com/v1/tracks/3szW87j0gVLQmpulz4P8Rf,https://api.spotify.com/v1/audio-analysis/3szW87j0gVLQmpulz4P8Rf,279133,4
0.377,0.326,5,-12.515,1,0.0292,0.249,0.000686,0.111,0.222,163.741,audio_features,7sWlOFUnQShNdxgk1B0TuW,spotify:track:7sWlOFUnQShNdxgk1B0TuW,https://api.spotify.com/v1/tracks/7sWlOFUnQShNdxgk1B0TuW,https://api.spotify.com/v1/audio-analysis/7sWlOFUnQShNdxgk1B0TuW,241040,4
0.867,0.611,1,-9.22,1,0.0613,0.0484,0.0114,0.258,0.652,116.401,audio_features,5TrBpI6fSSMKKT3D5eOdkd,spotify:track:5TrBpI6fSSMKKT3D5eOdkd,https://api.spotify.com/v1/tracks/5TrBpI6fSSMKKT3D5eOdkd,https://api.spotify.com/v1/audio-analysis/5TrBpI6fSSMKKT3D5eOdkd,347109,4
0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480,4
0.6,0.397,4,-18.624,0,0.0255,0.291,0.0,0.0542,0.491,91.401,audio_features,0dqGfTwHikcEdw5CSoqoK4,spotify:track:0dqGfTwHikcEdw5CSoqoK4,https://api.spotify.com/v1/tracks/0dqGfTwHikcEdw5CSoqoK4,https://api.spotify.com/v1/audio-analysis/0dqGfTwHikcEdw5CSoqoK4,314840,4
0.584,0.612,2,-5.833,1,0.0283,0.448,0.0,0.171,0.402,81.182,audio_features,3Tows9RnoAq9CmMJaII2cO,spotify:track:3Tows9RnoAq9CmMJaII2cO,https://api.spotify.com/v1/tracks/3Tows9RnoAq9CmMJaII2cO,https://api.spotify.com/v1/audio-analysis/3Tows9RnoAq9CmMJaII2cO,283733,4
0.74,0.686,9,-9.501,1,0.0438,0.199,0.0,0.205,0.933,123.078,audio_features,2TOaW7Hwpt4AYeQUFQ5sJp,spotify:track:2TOaW7Hwpt4AYeQUFQ5sJp,https://api.spotify.com/v1/tracks/2TOaW7Hwpt4AYeQUFQ5sJp,https://api.spotify.com/v1/audio-analysis/2TOaW7Hwpt4AYeQUFQ5sJp,334160,4
0.672,0.526,2,-15.157,0,0.0527,0.0389,0.00313,0.0443,0.851,90.67,audio_features,06dAFXkgM2OGAkGS3CxpEm,spotify:track:06dAFXkgM2OGAkGS3CxpEm,https://api.spotify.com/v1/tracks/06dAFXkgM2OGAkGS3CxpEm,https://api.spotify.com/v1/audio-analysis/06dAFXkgM2OGAkGS3CxpEm,325067,4
0.592,0.2,1,-16.392,1,0.0344,0.823,0.0,0.101,0.382,172.647,audio_features,3333YXdcyths5CB8v28dZj,spotify:track:3333YXdcyths5CB8v28dZj,https://api.spotify.com/v1/tracks/3333YXdcyths5CB8v28dZj,https://api.spotify.com/v1/audio-analysis/3333YXdcyths5CB8v28dZj,277400,4
0.573,0.806,0,-10.978,1,0.0356,0.152,0.0116,0.405,0.934,186.326,audio_features,6QqK6a1CmV4L504uMQaGDH,spotify:track:6QqK6a1CmV4L504uMQaGDH,https://api.spotify.com/v1/tracks/6QqK6a1CmV4L504uMQaGDH,https://api.spotify.com/v1/audio-analysis/6QqK6a1CmV4L504uMQaGDH,237507,4
0.527,0.342,3,-12.272,1,0.0336,0.59,0.0,0.0803,0.148,124.209,audio_features,3y7j9iz5XfbDOySTspM4Ss,spotify:track:3y7j9iz5XfbDOySTspM4Ss,https://api.spotify.com/v1/tracks/3y7j9iz5XfbDOySTspM4Ss,https://api.spotify.com/v1/audio-analysis/3y7j9iz5XfbDOySTspM4Ss,252613,4
0.452,0.313,8,-9.309,1,0.026,0.433,2.6e-05,0.0772,0.344,75.806,audio_features,11y8GSP2ASv8S9n0FiiDva,spotify:track:11y8GSP2ASv8S9n0FiiDva,https://api.spotify.com/v1/tracks/11y8GSP2ASv8S9n0FiiDva,https://api.spotify.com/v1/audio-analysis/11y8GSP2ASv8S9n0FiiDva,250440,4
0.787,0.522,0,-13.029,0,0.0578,0.0126,1.34e-06,0.0671,0.923,111.576,audio_features,4buDeg67vos7KP1yHrS9wl,spotify:track:4buDeg67vos7KP1yHrS9wl,https://api.spotify.com/v1/tracks/4buDeg67vos7KP1yHrS9wl,https://api.spotify.com/v1/audio-analysis/4buDeg67vos7KP1yHrS9wl,249960,4
0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,audio_features,3wfujdbamR3Z46F4xav7LM,spotify:track:3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/audio-analysis/3wfujdbamR3Z46F4xav7LM,234493,5
0.643,0.712,5,-6.385,1,0.0266,0.0576,0.00467,0.287,0.636,103.07,audio_features,0lqNtjLgTJYScspOhJXxtx,spotify:track:0lqNtjLgTJYScspOhJXxtx,https://api.spotify.com/v1/tracks/0lqNtjLgTJYScspOhJXxtx,https://api.spotify.com/v1/audio-analysis/0lqNtjLgTJYScspOhJXxtx,250027,4
0.656,0.649,10,-10.018,1,0.0295,0.0188,3.13e-06,0.186,0.75,125.587,audio_features,3A0wRQczzSNVtZfK8IBOMt,spotify:track:3A0wRQczzSNVtZfK8IBOMt,https://api.spotify.com/v1/tracks/3A0wRQczzSNVtZfK8IBOMt,https://api.spotify.com/v1/audio-analysis/3A0wRQczzSNVtZfK8IBOMt,233333,4
0.662,0.32,9,-12.333,1,0.0349,0.169,2.33e-06,0.104,0.59,80.018,audio_features,3sasIFIs1FUbB9gp03JUts,spotify:track:3sasIFIs1FUbB9gp03JUts,https://api.spotify.com/v1/tracks/3sasIFIs1FUbB9gp03JUts,https://api.spotify.com/v1/audio-analysis/3sasIFIs1FUbB9gp03JUts,259720,4
0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,audio_features,3ybF6Iaia01EbXg5VmxPcb,spotify:track:3ybF6Iaia01EbXg5VmxPcb,https://api.spotify.com/v1/tracks/3ybF6Iaia01EbXg5VmxPcb,https://api.spotify.com/v1/audio-analysis/3ybF6Iaia01EbXg5VmxPcb,322867,4
0.328,0.516,2,-7.845,0,0.0303,0.249,0.00208,0.486,0.17,128.557,audio_features,2aQ9yUp14YVKsOKuCDnBJn,spotify:track:2aQ9yUp14YVKsOKuCDnBJn,https://api.spotify.com/v1/tracks/2aQ9yUp14YVKsOKuCDnBJn,https://api.spotify.com/v1/audio-analysis/2aQ9yUp14YVKsOKuCDnBJn,322427,4
0.744,0.376,6,-14.937,0,0.0395,0.479,3.86e-05,0.254,0.696,91.113,audio_features,0DEwNI2DgasX1eprqCivJk,spotify:track:0DEwNI2DgasX1eprqCivJk,https://api.spotify.com/v1/tracks/0DEwNI2DgasX1eprqCivJk,https://api.spotify.com/v1/audio-analysis/0DEwNI2DgasX1eprqCivJk,249053,4
0.798,0.909,11,-4.258,1,0.045,0.231,0.0,0.0502,0.866,117.947,audio_features,7azOuDeJGbxt5mvq3GQHXp,spotify:track:7azOuDeJGbxt5mvq3GQHXp,https://api.spotify.com/v1/tracks/7azOuDeJGbxt5mvq3GQHXp,https://api.spotify.com/v1/audio-analysis/7azOuDeJGbxt5mvq3GQHXp,257467,4
0.83,0.596,7,-6.996,1,0.0415,0.0902,0.000245,0.345,0.915,123.28,audio_features,4DhSKuTuOcQ0t7EnC7QTWu,spotify:track:4DhSKuTuOcQ0t7EnC7QTWu,https://api.spotify.com/v1/tracks/4DhSKuTuOcQ0t7EnC7QTWu,https://api.spotify.com/v1/audio-analysis/4DhSKuTuOcQ0t7EnC7QTWu,268707,4
0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,audio_features,0TaT50ZZxT4ytZxuqkE3A9,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,https://api.spotify.com/v1/tracks/0TaT50ZZxT4ytZxuqkE3A9,https://api.spotify.com/v1/audio-analysis/0TaT50ZZxT4ytZxuqkE3A9,227693,4
0.67,0.419,8,-10.266,1,0.0249,0.503,6.9e-06,0.101,0.304,103.538,audio_features,4P0uyibZjcXZLVeNOHBd8Q,spotify:track:4P0uyibZjcXZLVeNOHBd8Q,https://api.spotify.com/v1/tracks/4P0uyibZjcXZLVeNOHBd8Q,https://api.spotify.com/v1/audio-analysis/4P0uyibZjcXZLVeNOHBd8Q,302840,4
0.636,0.467,4,-10.1,1,0.0421,0.0915,1.7e-06,0.117,0.58,96.639,audio_features,2IJftBfq7pJ43tfnOR0RB3,spotify:track:2IJftBfq7pJ43tfnOR0RB3,https://api.spotify.com/v1/tracks/2IJftBfq7pJ43tfnOR0RB3,https://api.spotify.com/v1/audio-analysis/2IJftBfq7pJ43tfnOR0RB3,231467,4
0.664,0.901,11,-4.6,1,0.115,0.0454,0.00651,0.121,0.484,115.937,audio_features,5jC0WEuk3NQlWoh91CDwOS,spotify:track:5jC0WEuk3NQlWoh91CDwOS,https://api.spotify.com/v1/tracks/5jC0WEuk3NQlWoh91CDwOS,https://api.spotify.com/v1/audio-analysis/5jC0WEuk3NQlWoh91CDwOS,216013,4
0.253,0.323,7,-10.124,1,0.0268,0.55,1.22e-06,0.253,0.216,152.949,audio_features,4bRQodyVPba7f8mo3zyemR,spotify:track:4bRQodyVPba7f8mo3zyemR,https://api.spotify.com/v1/tracks/4bRQodyVPba7f8mo3zyemR,https://api.spotify.com/v1/audio-analysis/4bRQodyVPba7f8mo3zyemR,247227,4
0.614,0.387,9,-9.741,1,0.0266,0.571,0.0,0.102,0.359,93.869,audio_features,4KdNEbBy5PqQTWriKJGCNl,spotify:track:4KdNEbBy5PqQTWriKJGCNl,https://api.spotify.com/v1/tracks/4KdNEbBy5PqQTWriKJGCNl,https://api.spotify.com/v1/audio-analysis/4KdNEbBy5PqQTWriKJGCNl,208373,4
0.49,0.827,8,-9.481,1,0.0482,0.000212,0.00406,0.112,0.626,108.577,audio_features,4D01oA1mGouaAT7fubvKRT,spotify:track:4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/tracks/4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/audio-analysis/4D01oA1mGouaAT7fubvKRT,179360,4
0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753,audio_features,4zEi4tr3lEhiAvTRxEzbEz,spotify:track:4zEi4tr3lEhiAvTRxEzbEz,https://api.spotify.com/v1/tracks/4zEi4tr3lEhiAvTRxEzbEz,https://api.spotify.com/v1/audio-analysis/4zEi4tr3lEhiAvTRxEzbEz,229347,4
0.909,0.544,9,-11.692,1,0.0529,0.139,0.00614,0.457,0.962,125.918,audio_features,7ubq5fqmcPhfg1Q8s3HbbA,spotify:track:7ubq5fqmcPhfg1Q8s3HbbA,https://api.spotify.com/v1/tracks/7ubq5fqmcPhfg1Q8s3HbbA,https://api.spotify.com/v1/audio-analysis/7ubq5fqmcPhfg1Q8s3HbbA,247960,4
0.876,0.348,10,-17.254,1,0.0363,0.479,0.464,0.17,0.961,105.593,audio_features,2TsogJzspZGV6eQuq2CEs8,spotify:track:2TsogJzspZGV6eQuq2CEs8,https://api.spotify.com/v1/tracks/2TsogJzspZGV6eQuq2CEs8,https://api.spotify.com/v1/audio-analysis/2TsogJzspZGV6eQuq2CEs8,256067,4
0.583,0.776,3,-9.006,1,0.029,0.341,0.0,0.0449,0.259,103.533,audio_features,1rO1OKtjMubDDbVEKalRbe,spotify:track:1rO1OKtjMubDDbVEKalRbe,https://api.spotify.com/v1/tracks/1rO1OKtjMubDDbVEKalRbe,https://api.spotify.com/v1/audio-analysis/1rO1OKtjMubDDbVEKalRbe,256840,4
0.863,0.538,4,-13.924,0,0.0545,0.0129,0.0188,0.0877,0.877,118.931,audio_features,3DIe90xqHuUDtyuapTwCAR,spotify:track:3DIe90xqHuUDtyuapTwCAR,https://api.spotify.com/v1/tracks/3DIe90xqHuUDtyuapTwCAR,https://api.spotify.com/v1/audio-analysis/3DIe90xqHuUDtyuapTwCAR,460800,4
0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000356,0.139,0.963,140.873,audio_features,648BMGrt98kUbLo24A4vgj,spotify:track:648BMGrt98kUbLo24A4vgj,https://api.spotify.com/v1/tracks/648BMGrt98kUbLo24A4vgj,https://api.spotify.com/v1/audio-analysis/648BMGrt98kUbLo24A4vgj,245467,4
0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,audio_features,7LoGfKBAaOl0nxhodJ1240,spotify:track:7LoGfKBAaOl0nxhodJ1240,https://api.spotify.com/v1/tracks/7LoGfKBAaOl0nxhodJ1240,https://api.spotify.com/v1/audio-analysis/7LoGfKBAaOl0nxhodJ1240,260000,4
0.63,0.697,6,-10.654,1,0.0311,0.189,0.000258,0.116,0.796,124.956,audio_features,5yMXAaSvxo12QkYU75Ixv0,spotify:track:5yMXAaSvxo12QkYU75Ixv0,https://api.spotify.com/v1/tracks/5yMXAaSvxo12QkYU75Ixv0,https://api.spotify.com/v1/audio-analysis/5yMXAaSvxo12QkYU75Ixv0,231933,4
0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,audio_features,4EcM86vNf0QIOGkpf4O0UP,spotify:track:4EcM86vNf0QIOGkpf4O0UP,https://api.spotify.com/v1/tracks/4EcM86vNf0QIOGkpf4O0UP,https://api.spotify.com/v1/audio-analysis/4EcM86vNf0QIOGkpf4O0UP,221053,4
0.835,0.765,1,-7.831,1,0.0681,0.475,0.0692,0.12,0.855,110.282,audio_features,5gaUkg5JNk8c4mr2jnpX8H,spotify:track:5gaUkg5JNk8c4mr2jnpX8H,https://api.spotify.com/v1/tracks/5gaUkg5JNk8c4mr2jnpX8H,https://api.spotify.com/v1/audio-analysis/5gaUkg5JNk8c4mr2jnpX8H,301026,4
0.703,0.685,2,-11.581,1,0.033,0.323,0.000567,0.0537,0.963,131.842,audio_features,5OKScc0MSa9Wl8g2zrulLn,spotify:track:5OKScc0MSa9Wl8g2zrulLn,https://api.spotify.com/v1/tracks/5OKScc0MSa9Wl8g2zrulLn,https://api.spotify.com/v1/audio-analysis/5OKScc0MSa9Wl8g2zrulLn,303493,4
0.899,0.422,4,-11.238,1,0.0509,0.202,5.08e-06,0.0864,0.852,109.147,audio_features,3lIpkjFnRxJ6Uvm8DgtgfV,spotify:track:3lIpkjFnRxJ6Uvm8DgtgfV,https://api.spotify.com/v1/tracks/3lIpkjFnRxJ6Uvm8DgtgfV,https://api.spotify.com/v1/audio-analysis/3lIpkjFnRxJ6Uvm8DgtgfV,276533,4
0.334,0.767,7,-7.574,0,0.036,0.00715,8.63e-05,0.338,0.644,87.027,audio_features,62vx6uOYO7PrqKqKTKg9RY,spotify:track:62vx6uOYO7PrqKqKTKg9RY,https://api.spotify.com/v1/tracks/62vx6uOYO7PrqKqKTKg9RY,https://api.spotify.com/v1/audio-analysis/62vx6uOYO7PrqKqKTKg9RY,379333,4
0.631,0.592,0,-13.808,1,0.0325,0.054,0.0934,0.0788,0.896,120.362,audio_features,0Des4gyZ2Z9jq6VA8VPwGE,spotify:track:0Des4gyZ2Z9jq6VA8VPwGE,https://api.spotify.com/v1/tracks/0Des4gyZ2Z9jq6VA8VPwGE,https://api.spotify.com/v1/audio-analysis/0Des4gyZ2Z9jq6VA8VPwGE,265360,4
0.455,0.487,7,-7.112,1,0.0264,0.114,2.43e-06,0.358,0.139,136.482,audio_features,29wJiSQcze8HEmxkUQykyp,spotify:track:29wJiSQcze8HEmxkUQykyp,https://api.spotify.com/v1/tracks/29wJiSQcze8HEmxkUQykyp,https://api.spotify.com/v1/audio-analysis/29wJiSQcze8HEmxkUQykyp,272133,4
0.676,0.624,2,-9.213,1,0.0345,0.434,0.0398,0.576,0.661,122.261,audio_features,3MshXF4YQRoFw82plcsUge,spotify:track:3MshXF4YQRoFw82plcsUge,https://api.spotify.com/v1/tracks/3MshXF4YQRoFw82plcsUge,https://api.spotify.com/v1/audio-analysis/3MshXF4YQRoFw82plcsUge,206733,4
0.659,0.919,11,-2.658,1,0.0333,0.155,0.0054,0.312,0.631,123.135,audio_features,2HsjJJL4DhPCzMlnaGv7ap,spotify:track:2HsjJJL4DhPCzMlnaGv7ap,https://api.spotify.com/v1/tracks/2HsjJJL4DhPCzMlnaGv7ap,https://api.spotify.com/v1/audio-analysis/2HsjJJL4DhPCzMlnaGv7ap,221627,4
0.692,0.525,9,-12.691,1,0.0373,0.0212,0.0019,0.0944,0.0879,103.679,audio_features,0vZCwj0Mq5uS8GwSIYo6Y7,spotify:track:0vZCwj0Mq5uS8GwSIYo6Y7,https://api.spotify.com/v1/tracks/0vZCwj0Mq5uS8GwSIYo6Y7,https://api.spotify.com/v1/audio-analysis/0vZCwj0Mq5uS8GwSIYo6Y7,333200,4
0.695,0.699,2,-9.486,1,0.0423,0.00558,1.87e-05,0.341,0.422,110.832,audio_features,2MIR9GmHPebFas0y3AFuja,spotify:track:2MIR9GmHPebFas0y3AFuja,https://api.spotify.com/v1/tracks/2MIR9GmHPebFas0y3AFuja,https://api.spotify.com/v1/audio-analysis/2MIR9GmHPebFas0y3AFuja,327600,4
0.348,0.313,10,-11.379,1,0.0324,0.866,0.000257,0.13,0.356,82.004,audio_features,7wlPnBfcywEctiVWwCdxvn,spotify:track:7wlPnBfcywEctiVWwCdxvn,https://api.spotify.com/v1/tracks/7wlPnBfcywEctiVWwCdxvn,https://api.spotify.com/v1/audio-analysis/7wlPnBfcywEctiVWwCdxvn,220600,3
0.675,0.704,0,-11.552,0,0.048,0.284,0.00273,0.104,0.802,110.675,audio_features,02RbmzVSbkxJVIqMNx47uY,spotify:track:02RbmzVSbkxJVIqMNx47uY,https://api.spotify.com/v1/tracks/02RbmzVSbkxJVIqMNx47uY,https://api.spotify.com/v1/audio-analysis/02RbmzVSbkxJVIqMNx47uY,248467,4
0.725,0.428,1,-11.223,1,0.0248,0.0626,5.36e-05,0.0692,0.688,83.237,audio_features,7mchwyK0rcBSyeWWPD8zSU,spotify:track:7mchwyK0rcBSyeWWPD8zSU,https://api.spotify.com/v1/tracks/7mchwyK0rcBSyeWWPD8zSU,https://api.spotify.com/v1/audio-analysis/7mchwyK0rcBSyeWWPD8zSU,261720,4
0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,audio_features,3N7GqZMpZJW69Te1bfUTc3,spotify:track:3N7GqZMpZJW69Te1bfUTc3,https://api.spotify.com/v1/tracks/3N7GqZMpZJW69Te1bfUTc3,https://api.spotify.com/v1/audio-analysis/3N7GqZMpZJW69Te1bfUTc3,337267,4
0.794,0.559,9,-6.491,0,0.0319,0.367,0.0107,0.0371,0.963,119.81,audio_features,7pLuEMFougkSHXrPBtNxTR,spotify:track:7pLuEMFougkSHXrPBtNxTR,https://api.spotify.com/v1/tracks/7pLuEMFougkSHXrPBtNxTR,https://api.spotify.com/v1/audio-analysis/7pLuEMFougkSHXrPBtNxTR,298893,4
0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,audio_features,6JNJERZGJwDVgkmbohBw7u,spotify:track:6JNJERZGJwDVgkmbohBw7u,https://api.spotify.com/v1/tracks/6JNJERZGJwDVgkmbohBw7u,https://api.spotify.com/v1/audio-analysis/6JNJERZGJwDVgkmbohBw7u,246440,4
0.685,0.854,10,-7.085,0,0.0576,0.0326,0.0119,0.0616,0.968,114.914,audio_features,6xUIYXggvw3nwo6MWYZk67,spotify:track:6xUIYXggvw3nwo6MWYZk67,https://api.spotify.com/v1/tracks/6xUIYXggvw3nwo6MWYZk67,https://api.spotify.com/v1/audio-analysis/6xUIYXggvw3nwo6MWYZk67,234973,4
0.617,0.86,11,-4.548,0,0.0896,0.138,9.32e-06,0.653,0.739,115.727,audio_features,3JpaL6FMH9kjVWMA1mTmRl,spotify:track:3JpaL6FMH9kjVWMA1mTmRl,https://api.spotify.com/v1/tracks/3JpaL6FMH9kjVWMA1mTmRl,https://api.spotify.com/v1/audio-analysis/3JpaL6FMH9kjVWMA1mTmRl,259933,4
0.409,0.428,11,-13.195,1,0.0412,0.462,8.22e-05,0.0687,0.04,119.941,audio_features,6IAh4MjV3GRkvIHrCbUFWY,spotify:track:6IAh4MjV3GRkvIHrCbUFWY,https://api.spotify.com/v1/tracks/6IAh4MjV3GRkvIHrCbUFWY,https://api.spotify.com/v1/audio-analysis/6IAh4MjV3GRkvIHrCbUFWY,263227,4
0.408,0.513,8,-12.146,1,0.0762,0.0468,0.0,0.112,0.426,81.925,audio_features,7lJgjvQRJEXcdu19n3Zn5T,spotify:track:7lJgjvQRJEXcdu19n3Zn5T,https://api.spotify.com/v1/tracks/7lJgjvQRJEXcdu19n3Zn5T,https://api.spotify.com/v1/audio-analysis/7lJgjvQRJEXcdu19n3Zn5T,251333,4
0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,audio_features,2xYQTU2bbg6WVAmpY1eae4,spotify:track:2xYQTU2bbg6WVAmpY1eae4,https://api.spotify.com/v1/tracks/2xYQTU2bbg6WVAmpY1eae4,https://api.spotify.com/v1/audio-analysis/2xYQTU2bbg6WVAmpY1eae4,212667,4
0.633,0.652,0,-12.012,1,0.0329,0.0134,0.000131,0.216,0.585,125.465,audio_features,2HJ0irMgolBlOGk29m8Gu1,spotify:track:2HJ0irMgolBlOGk29m8Gu1,https://api.spotify.com/v1/tracks/2HJ0irMgolBlOGk29m8Gu1,https://api.spotify.com/v1/audio-analysis/2HJ0irMgolBlOGk29m8Gu1,295947,4
0.613,0.928,1,-7.607,1,0.0396,0.016,0.000443,0.334,0.67,115.169,audio_features,6twIBPybEvGydyNzNz89FT,spotify:track:6twIBPybEvGydyNzNz89FT,https://api.spotify.com/v1/tracks/6twIBPybEvGydyNzNz89FT,https://api.spotify.com/v1/audio-analysis/6twIBPybEvGydyNzNz89FT,285667,4
0.722,0.791,7,-9.742,1,0.0389,0.223,4.96e-05,0.187,0.856,125.007,audio_features,0EZWczlEGnrm3nCcX0FU7a,spotify:track:0EZWczlEGnrm3nCcX0FU7a,https://api.spotify.com/v1/tracks/0EZWczlEGnrm3nCcX0FU7a,https://api.spotify.com/v1/audio-analysis/0EZWczlEGnrm3nCcX0FU7a,213000,4
0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,audio_features,6r8k1vznHrzlEKYxL4dZEe,spotify:track:6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/tracks/6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/audio-analysis/6r8k1vznHrzlEKYxL4dZEe,242733,4
0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,audio_features,2Y90nL1ohB4sgYELDs7uNx,spotify:track:2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/tracks/2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/audio-analysis/2Y90nL1ohB4sgYELDs7uNx,254733,4
0.775,0.594,0,-12.616,1,0.0297,0.15,0.0,0.129,0.911,110.758,audio_features,6QhCg9QhK1nK9DWnc4ueYU,spotify:track:6QhCg9QhK1nK9DWnc4ueYU,https://api.spotify.com/v1/tracks/6QhCg9QhK1nK9DWnc4ueYU,https://api.spotify.com/v1/audio-analysis/6QhCg9QhK1nK9DWnc4ueYU,251000,4
0.682,0.954,9,-4.951,1,0.0625,0.00723,4e-05,0.052,0.928,115.475,audio_features,2xcrseImDFEf8Urommws03,spotify:track:2xcrseImDFEf8Urommws03,https://api.spotify.com/v1/tracks/2xcrseImDFEf8Urommws03,https://api.spotify.com/v1/audio-analysis/2xcrseImDFEf8Urommws03,220160,4
0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,audio_features,5GvWrvLIqoHroq7YvO260M,spotify:track:5GvWrvLIqoHroq7YvO260M,https://api.spotify.com/v1/tracks/5GvWrvLIqoHroq7YvO260M,https://api.spotify.com/v1/audio-analysis/5GvWrvLIqoHroq7YvO260M,222280,4
0.701,0.515,10,-6.551,1,0.0988,0.00843,0.025,0.0772,0.549,197.768,audio_features,4Yenz5JZZOUiZSeyKY8bDz,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/tracks/4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/audio-analysis/4Yenz5JZZOUiZSeyKY8bDz,302760,4
0.963,0.822,2,-6.642,1,0.106,0.475,0.0,0.17,0.908,118.499,audio_features,38bP8r9yx49g6pdQ90NH1X,spotify:track:38bP8r9yx49g6pdQ90NH1X,https://api.spotify.com/v1/tracks/38bP8r9yx49g6pdQ90NH1X,https://api.spotify.com/v1/audio-analysis/38bP8r9yx49g6pdQ90NH1X,256493,4
0.82,0.838,9,-6.86,0,0.041,0.109,0.00228,0.0452,0.947,132.125,audio_features,2UCgWpa2r4ytWueNItYbWE,spotify:track:2UCgWpa2r4ytWueNItYbWE,https://api.spotify.com/v1/tracks/2UCgWpa2r4ytWueNItYbWE,https://api.spotify.com/v1/audio-analysis/2UCgWpa2r4ytWueNItYbWE,281280,4
